timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,dist_to_start,heading_diff_to_target,bearing_to_start,offset_distance,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position
2026-07-05 11:13:37,DRIVE_TO_START,37.9008381667,-97.6641933333,-3.6813134621603343,-1.1726717154668367,50.6905,1.8,0.0056588839999999994,3.864,48.9,17.7,,2.66,1.000,2.66,LEFT,666,534,1092,1095
2026-07-05 11:13:37,DRIVE_TO_START,37.9008381667,-97.6641933333,-3.6813134621603343,-1.1726717154668367,50.86687,1.8,0.002057776,3.864,49.1,17.7,,2.65,1.000,2.65,LEFT,666,534,1088,1090
2026-07-05 11:13:38,DRIVE_TO_START,37.9008381667,-97.6641933333,-3.6813134621603343,-1.1726717154668367,50.65857,1.8,0.0056588839999999994,3.864,48.9,17.7,,2.66,1.000,2.66,LEFT,666,534,1031,1034
2026-07-05 11:13:38,DRIVE_TO_START,37.9008381667,-97.6641933333,-3.6813134621603343,-1.1726717154668367,50.79157,1.8,0.003601108,3.864,49.0,17.7,,2.65,1.000,2.65,LEFT,666,534,939,938
2026-07-05 11:13:38,DRIVE_TO_START,37.9008381667,-97.6641933333,-3.6813134621603343,-1.1726717154668367,50.86565,1.8,0.01028888,3.864,49.1,17.7,,2.65,1.000,2.65,LEFT,666,534,841,836
2026-07-05 11:13:38,DRIVE_TO_START,37.9008383333,-97.6641931667,-3.6628217623730643,-1.158019143336756,51.03436,1.8,0.177997624,3.842,49.3,17.5,,2.61,1.000,2.61,LEFT,667,533,745,736
2026-07-05 11:13:38,DRIVE_TO_START,37.9008388333,-97.664192,-3.6073244768158554,-1.055407172957042,53.45927,1.8,0.525247324,3.759,51.7,16.3,,2.33,1.000,2.33,LEFT,675,525,684,633
2026-07-05 11:13:39,DRIVE_TO_START,37.9008396667,-97.6641903333,-3.514821592990739,-0.9088199013002316,52.39956,1.8,0.799445976,3.630,50.6,14.5,,2.22,1.000,2.22,LEFT,679,521,682,547
2026-07-05 11:13:39,DRIVE_TO_START,37.900841,-97.6641883333,-3.366832509334093,-0.7329186949728235,52.41633,1.8,1.053581312,3.446,50.7,12.3,,2.00,1.000,2.00,LEFT,687,513,681,532
2026-07-05 11:13:39,DRIVE_TO_START,37.9008423333,-97.6641865,-3.2188434212925343,-0.5716788573586228,51.25388,1.8,1.0813612879999999,3.269,49.5,10.1,,1.86,1.000,1.86,LEFT,694,506,686,522
2026-07-05 11:13:39,DRIVE_TO_START,37.9008433333,-97.6641841667,-3.1078488306857057,-0.3664637322589028,49.86558,1.8,1.194538968,3.129,48.1,6.7,,1.72,1.000,1.72,LEFT,702,498,687,514
2026-07-05 11:13:39,DRIVE_TO_START,37.9008448333,-97.664182,-2.9413569357312506,-0.17590118086113604,46.10343,1.8,1.073644628,2.947,44.3,3.4,,1.63,1.000,1.63,LEFT,707,493,689,508
2026-07-05 11:13:40,DRIVE_TO_START,37.9008458333,-97.6641806667,-2.8303623359773793,-0.05863665780732004,45.61182,1.8,1.123545696,2.831,43.8,1.2,,1.52,1.000,1.52,LEFT,715,485,695,499
2026-07-05 11:13:40,DRIVE_TO_START,37.9008471667,-97.6641786667,-2.682362135530646,0.11726451987533248,44.20402,1.8,1.202770072,2.685,42.4,357.5,,1.38,1.000,1.38,LEFT,727,473,697,495
2026-07-05 11:13:40,DRIVE_TO_START,37.9008488333,-97.6641761667,-2.4973785247818054,0.3371409814022846,38.9182,1.8,1.4661654000000002,2.520,37.2,352.3,,1.30,1.000,1.30,LEFT,735,465,709,485
2026-07-05 11:13:40,DRIVE_TO_START,37.9008513333,-97.6641745,-2.21989201640529,0.4837282067997103,37.85873,1.8,1.57934308,2.272,36.1,347.7,,1.11,1.000,1.11,LEFT,758,442,723,475
2026-07-05 11:13:40,DRIVE_TO_START,37.9008531667,-97.6641723333,-2.0163944999514354,0.674290717247473,33.10696,1.8,1.25524336,2.126,31.3,341.5,,1.02,1.000,1.02,LEFT,772,428,735,459
2026-07-05 11:13:41,DRIVE_TO_START,37.9008548333,-97.664171,-1.8314108868839147,0.7915552095058018,29.81207,1.8,1.192481192,1.995,28.0,336.6,,0.93,0.998,0.93,LEFT,788,420,756,445
2026-07-05 11:13:41,DRIVE_TO_START,37.9008566667,-97.6641691667,-1.627913367894886,0.9527949807517998,25.85596,1.8,1.295369992,1.886,24.1,329.7,,0.85,0.943,0.85,LEFT,822,435,770,432
2026-07-05 11:13:41,DRIVE_TO_START,37.9008585,-97.6641678333,-1.4244269508729526,1.0700682535700592,22.58616,1.8,1.1379501280000002,1.782,20.8,323.1,,0.78,0.891,0.78,LEFT,856,454,790,435
2026-07-05 11:13:41,DRIVE_TO_START,37.900861,-97.6641661667,-1.1469404270803287,1.216646640083121,17.28231,1.8,1.634903032,1.672,15.5,313.3,,0.70,0.836,0.70,LEFT,892,472,824,436
2026-07-05 11:13:41,DRIVE_TO_START,37.9008638333,-97.6641646667,-0.8324594019630608,1.3485724449976846,10.48839,1.8,1.686861876,1.585,8.7,301.7,,0.64,0.792,0.64,LEFT,921,486,862,453
2026-07-05 11:13:42,DRIVE_TO_START,37.9008658333,-97.6641646667,-0.6104701987444152,1.3485724084794395,2.2092,1.8,1.23981004,1.480,0.4,294.4,,0.60,0.740,0.60,LEFT,946,514,894,474
2026-07-05 11:13:42,DRIVE_TO_START,37.9008681667,-97.6641643333,-0.3514753909892389,1.37789508488273,356.932,1.8,1.353502164,1.422,4.8,284.3,,0.56,0.711,0.56,LEFT,950,522,919,486
2026-07-05 11:13:42,DRIVE_TO_START,37.9008701667,-97.6641643333,-0.12948618704486725,1.3778950476462968,353.46176,1.8,1.062841304,1.384,8.3,275.4,,0.53,0.692,0.53,LEFT,950,526,941,511
2026-07-05 11:13:42,DRIVE_TO_START,37.9008718333,-97.6641641667,0.05549741785292911,1.3925475783932066,346.61888,1.8,0.9404036320000001,1.394,15.1,267.7,,0.53,0.697,0.53,LEFT,950,523,941,518
